StartDate;EndDate;Status;IPAddress;Progress;Seconds;Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q_RecaptchaScore;consent;prolific_id;consume_dairy;country;birth_year;primary_shopper;milk_purch_freq;milk_cons_freq;milk_purch_loc;milk_purch_loc_othr;milk_fat;milk_fat_othr;milk_size;milk_size_othr;lactose_free;non_dairy;nd_soy;nd_almond;nd_oat;nd_coconut;nd_othr_nut;nd_othr;nd_othr_txt;nd_rsn_lactose;nd_rsn_allergy;nd_rsn_taste;nd_rsn_vegan;nd_rsn_shelflife;nd_rsn_inflammation;nd_rsn_antibiotic;nd_rsn_welfare;nd_rsn_othr;nd_rsn_othr_txt;C1;C2;C3;C4;rank_milk_type;rank_label_type;rank_addl_label;rank_date;rank_price;online_freq;read_label_freq;use_qr_code;foodwaste_familiar;up_milk;discard_afterdate;discard_ondate;discard_finish;discard_smell;discard_taste;date_quality;best_sell;foodwaste_sig;foodwaste_badfeel;foodwaste_wrong;foodwaste_consider;foodwaste_handle;share_social;promote_sust;age;gender;white;middle_east;black;native;asian;pacific;hispanic;race_othr;race_othr_txt;edu;hhinc;ms;children;hhsize;state;prolific_pid;group;vers_cbconjoint;revision_CBCONJOINT
8/2/2021 10:20;8/2/2021 10:27;IP Address;*******;100;426;TRUE;8/2/2021 10:27;R_2xwKJVAGLIk0y9P;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5c5df1b9a1ff0d00011774dd;Yes;United States;1994;Yes;Approximately once a week;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;;Almond milk;Oat milk;;;;;;;;;;;;;;;3;2;2;3;2;5;3;4;1;A few times a week;Sometimes;Definitely not;Not familiar at all;Strongly disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Strongly disagree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Neither agree nor disagree;Strongly disagree;Strongly disagree;26-35;Male;;;;;;;Hispanic/Latino;;;Bachelor's degree in college (4-year);$100,000 to $149,999;Never Married;No;2;Illinois;5c5df1b9a1ff0d00011774dd;Treatment;30;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:22;8/2/2021 10:27;IP Address;*******;100;315;TRUE;8/2/2021 10:27;R_NUUTeGv4jqcm2k1;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5c59aecb6ca5e600017206de;Yes;United States;1995;Yes;Less frequently than every 14 days;Once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Half-gallon;;Never;Most of the time;;Almond milk;;;;;;;;;;;;;;;;3;2;1;1;3;4;5;1;2;A few times a month;Most of the time;Probably not;Slightly familiar;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;25 or younger;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$100,000 to $149,999;Married;No;2;Ohio;5c59aecb6ca5e600017206de;Treatment;51;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:20;8/2/2021 10:27;IP Address;*******;100;432;TRUE;8/2/2021 10:27;R_1duBtQfuZ4a3LaO;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5ba286e8821f7600011d09f2;Yes;United States;1959;Yes;Approximately once a week;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;Soymilk;Almond milk;;;;;;;;;;;;;;;;2;3;2;2;1;5;4;2;3;A few times a month;Sometimes;Definitely not;Not familiar at all;Neither agree nor disagree;Somewhat agree;Somewhat disagree;Strongly disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;;;Somewhat agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;56-65;Female;White;;;;;;;;;Some college but no degree;$30,000 to $39,999;Married;Yes;More than 6;Pennsylvania;5ba286e8821f7600011d09f2;Treatment;32;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:22;8/2/2021 10:27;IP Address;*******;100;292;TRUE;8/2/2021 10:27;R_egi29BeCVs1BJW9;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5dd32178c5fa30341133264e;Yes;United States;1986;Yes;Approximately every 10 - 14 days;Multiple times a week;Small/local grocery stores;;Whole milk;;Gallon;;Sometimes;Sometimes;;Almond milk;;;;;;Lactose intolerance;;;;;;;;;;3;3;1;4;2;4;5;1;3;A few times a week;Most of the time;Definitely not;Slightly familiar;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;;;;;;;Strongly disagree;Strongly disagree;26-35;Female;;;Black or African American;;;;;;;Some college but no degree;$80,000 to $89,999;Married;Yes;4;Maryland;5dd32178c5fa30341133264e;Control;43;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:17;8/2/2021 10:27;IP Address;*******;100;611;TRUE;8/2/2021 10:27;R_3KJvjtZ09AqGC82;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5efd7de0d061691cffc4f6a9;Yes;United States;1977;Yes;Approximately every 10 - 14 days;Once a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Always;;Almond milk;;;;;;;;;;;;;;;;3;1;3;4;1;2;5;3;4;A few times a month;Sometimes;Definitely not;Not familiar at all;Somewhat agree;Somewhat disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;36-45;Female;White;;;;;;;;;Master's degree;$40,000 to $49,999;Never Married;Yes;4;Florida;5efd7de0d061691cffc4f6a9;Treatment;27;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:22;8/2/2021 10:27;IP Address;*******;100;312;TRUE;8/2/2021 10:27;R_27aucUAgP0ZkvuQ;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5decaac46e09cf3792805023;Yes;United States;1994;Yes;Approximately once a week;Multiple times a week;Warehouse club stores (Costco, Sam's Club, BJ's, etc.);;Whole milk;;Gallon;;Sometimes;Sometimes;;Almond milk;;;;;;;;;;;;;Animal welfare;;;2;3;1;3;1;4;2;5;3;A few times a month;About half the time;Probably yes;Slightly familiar;Somewhat agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;26-35;Male;;;;;;;Hispanic/Latino;;;Associate degree in college (2-year);$70,000 to $79,999;Never Married;No;4;Arizona;5decaac46e09cf3792805023;Control;52;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:19;8/2/2021 10:27;IP Address;*******;100;503;TRUE;8/2/2021 10:27;R_2BtwDJHXdr4J1iH;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e7bc10939f0d10b16c5f79b;Yes;United States;1982;Yes;Approximately once a week;Once a week;Small/local grocery stores;;2% Reduced fat milk;;Gallon;;Never;Sometimes;;;;Coconut milk;;;;;;;;;;;;;;1;2;2;1;1;5;4;2;3;About once a day;About half the time;Probably yes;Not familiar at all;Strongly agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Neither agree nor disagree;36-45;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$150,000 or more;Married;Yes;4;Florida;5e7bc10939f0d10b16c5f79b;Control;22;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:19;8/2/2021 10:27;IP Address;*******;100;462;TRUE;8/2/2021 10:27;R_3j6QvJWazSsx96W;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f95f56952be0949fc062de6;Yes;United States;1991;No;Approximately once a week;Once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Sometimes;;Almond milk;;;;Other (please specify):;hemp milk;;;;;;;;;;;3;3;3;3;4;5;3;2;1;A few times a month;About half the time;Probably not;Not familiar at all;Somewhat agree;Somewhat disagree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat disagree;26-35;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$40,000 to $49,999;Never Married;Yes;4;Washington;5f95f56952be0949fc062de6;Treatment;33;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:19;8/2/2021 10:27;IP Address;*******;100;459;TRUE;8/2/2021 10:27;R_3L2dMQDbMFIEP0f;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5c0ea3d30fcb7c0001eab0d8;Yes;United States;1972;Yes;Approximately every 10 - 14 days;Multiple times a week;Small/local grocery stores;;Whole milk;;Half-gallon;;Never;Sometimes;;Almond milk;Oat milk;;;;;;;;;;;;;;;3;3;2;1;1;3;5;2;4;A few times a month;Sometimes;Definitely not;Slightly familiar;Somewhat disagree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Somewhat disagree;46-55;Female;White;;;;;;;;;Associate degree in college (2-year);$10,000 to $19,999;Never Married;No;2;Florida;5c0ea3d30fcb7c0001eab0d8;Treatment;29;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:13;8/2/2021 10:27;IP Address;*******;100;851;TRUE;8/2/2021 10:27;R_oYwPuKPe0wNHN3X;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5d4f1741f20feb00190b6201;Yes;United States;1949;Yes;Less frequently than every 14 days;Multiple times a week;Other (please specify):;Amazon Prime Fresh;Whole milk;;Quart;;Never;Never;;;;;;;;;;;;;;;;;;2;4;3;4;2;5;4;1;3;A few times a month;Always;Probably yes;Not familiar at all;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat agree;65 or older;Female;White;;;;;;;;;Some college but no degree;$20,000 to $29,999;Divorced;No;1;Virginia;5d4f1741f20feb00190b6201;Control;1;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:22;8/2/2021 10:27;IP Address;*******;100;323;TRUE;8/2/2021 10:27;R_1nSWeTj4ZfUkBUt;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f7e4d063ab9041293fc7d21;Yes;United States;2000;No;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;1% Low fat milk;;Half-gallon;;Always;Sometimes;;Almond milk;Oat milk;;;;;;;;;;Concerns about inflammation;Concerns over antibiotics, pesticides, or hormones;Animal welfare;;;1;2;3;3;3;4;5;1;2;About once a month;Most of the time;Definitely not;Moderately familiar;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat disagree;Neither agree nor disagree;25 or younger;Female;White;;;;;;;;;Some college but no degree;$20,000 to $29,999;Never Married;No;3;Illinois;5f7e4d063ab9041293fc7d21;Treatment;47;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:15;8/2/2021 10:27;IP Address;*******;100;739;TRUE;8/2/2021 10:27;R_3n1bODGjHWggLer;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5cba1809102bd400130c19e7;Yes;United States;1977;Yes;Approximately once a week;Multiple times a week;Warehouse club stores (Costco, Sam's Club, BJ's, etc.);;Whole milk;;Gallon;;About half the time;Sometimes;Soymilk;Almond milk;;;;;;Lactose intolerance;;;;;;;;;;3;3;4;4;3;2;4;1;5;A few times a week;Most of the time;Definitely yes;Slightly familiar;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;36-45;Female;;;Black or African American;;;;;;;Master's degree;$100,000 to $149,999;Married;Yes;4;Pennsylvania;5cba1809102bd400130c19e7;Control;11;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:22;8/2/2021 10:27;IP Address;*******;100;346;TRUE;8/2/2021 10:27;R_3hm6pXu3hjZMl4q;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5ff898860e74de0d22512e39;Yes;United States;2002;No;Approximately every 10 - 14 days;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Skim;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;1;1;3;3;2;4;1;5;A few times a month;Always;Probably not;Not familiar at all;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly disagree;Neither agree nor disagree;25 or younger;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$150,000 or more;Never Married;Yes;4;New Jersey;5ff898860e74de0d22512e39;Control;40;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:21;8/2/2021 10:28;IP Address;*******;100;361;TRUE;8/2/2021 10:28;R_w4tssKrit4F0WC5;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f481e2748f7da2c253f410e;Yes;United States;1999;No;Approximately once a week;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;4;2;3;1;3;4;5;2;1;A few times a month;Most of the time;Might or might not;Slightly familiar;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly agree;Strongly agree;;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly disagree;Neither agree nor disagree;25 or younger;Female;;;;;Asian (including South Asian);;;;;Some college but no degree;$150,000 or more;Never Married;No;4;Texas;5f481e2748f7da2c253f410e;Treatment;50;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:23;8/2/2021 10:28;IP Address;*******;100;270;TRUE;8/2/2021 10:28;R_3fH1TLnQ4wbrTXE;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e2721c84f9d270121b3d87e;Yes;United States;1987;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Skim;;Half-gallon;;Never;About half the time;;;Oat milk;;;;;;;;;;;;;;;1;2;2;3;1;4;2;5;3;A few times a week;About half the time;Probably yes;Slightly familiar;Somewhat disagree;Strongly disagree;Strongly disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;26-35;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$80,000 to $89,999;Never Married;No;2;New Jersey;5e2721c84f9d270121b3d87e;Control;61;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:22;8/2/2021 10:28;IP Address;*******;100;323;TRUE;8/2/2021 10:28;R_1OQ5LBYIUPCI3H8;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5eb9d2d982b79e1195d46ef5;Yes;United States;2001;No;Approximately every 10 - 14 days;Less than once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;1% Low fat milk;;Half-gallon;;Never;Sometimes;;Almond milk;;Coconut milk;;;;;;;;;;;;;;2;3;3;3;4;3;5;2;1;A few times a month;About half the time;Probably yes;Slightly familiar;Strongly agree;Strongly agree;Somewhat agree;Strongly disagree;Somewhat agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Neither agree nor disagree;25 or younger;Female;;;;;;;Hispanic/Latino;;;Some college but no degree;$50,000 to $59,999;Never Married;No;4;Florida;5eb9d2d982b79e1195d46ef5;Treatment;57;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:15;8/2/2021 10:28;IP Address;*******;100;737;TRUE;8/2/2021 10:28;R_Z1TPpx7IeEpRPC9;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e606b1eaf84e83c728748d7;Yes;United States;1982;Yes;Approximately once a week;Once a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;4;4;2;2;3;4;5;1;A few times a week;Most of the time;Might or might not;Not familiar at all;Strongly disagree;Somewhat disagree;Strongly disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly disagree;Neither agree nor disagree;36-45;Male;White;;;;;;Hispanic/Latino;;;Bachelor's degree in college (4-year);$70,000 to $79,999;Married;Yes;4;Illinois;5e606b1eaf84e83c728748d7;Control;9;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:23;8/2/2021 10:28;IP Address;*******;100;305;TRUE;8/2/2021 10:28;R_UyY3wsJIpWcOBzP;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5de91f07c04503000a6922ee;Yes;United States;1958;No;Less frequently than every 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;1% Low fat milk;;Half-gallon;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;1;1;4;3;3;4;5;2;1;A few times a week;About half the time;Probably not;Slightly familiar;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;56-65;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$60,000 to $69,999;Married;No;2;Texas;5de91f07c04503000a6922ee;Treatment;56;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:21;8/2/2021 10:28;IP Address;*******;100;409;TRUE;8/2/2021 10:28;R_PSC8UH8bbqRVBdL;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5eb3935fd0e02317909c5f32;Yes;United States;1990;No;Less frequently than every 14 days;Multiple times a week;Small/local grocery stores;;Skim;;Quart;;Always;Never;;;;;;;;;;;;;;;;Other (please specify):;Some of them have less fat (which my doctor told me to avoid);4;3;2;3;4;3;5;1;2;A few times a month;Most of the time;Probably not;Slightly familiar;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat agree;Somewhat agree;;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly disagree;Somewhat disagree;26-35;Other;White;;;;;;;;;Associate degree in college (2-year);Less than $10,000;Never Married;No;2;Washington;5eb3935fd0e02317909c5f32;Control;44;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:21;8/2/2021 10:28;IP Address;*******;100;440;TRUE;8/2/2021 10:28;R_10uqUqYaSK8y3pL;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5d18ee5d6be726001a39d1d5;Yes;United States;1971;Yes;Approximately every 10 - 14 days;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Quart;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;1;3;2;3;3;4;5;2;1;A few times a month;Sometimes;Definitely yes;Slightly familiar;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat disagree;;;;;;;;;;Strongly disagree;Strongly disagree;46-55;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$40,000 to $49,999;Never Married;No;1;Mississippi;5d18ee5d6be726001a39d1d5;Control;54;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:20;8/2/2021 10:28;IP Address;*******;100;449;TRUE;8/2/2021 10:28;R_XoJsWqcAEyoOs5r;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5bdcd88176d6d50001bc3849;Yes;United States;1965;Yes;Multiple times a week;Multiple times a day;Small/local grocery stores;;Skim;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;2;3;1;3;4;5;1;2;A few times a month;Sometimes;Definitely not;Not familiar at all;Somewhat agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;Somewhat agree;Strongly disagree;Strongly disagree;46-55;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$150,000 or more;Married;No;3;New Hampshire;5bdcd88176d6d50001bc3849;Treatment;38;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:23;8/2/2021 10:28;IP Address;*******;100;273;TRUE;8/2/2021 10:28;R_3irTitUSRDLbuzA;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;58cde3a85e07b6000139f91c;Yes;United States;1985;Yes;Less frequently than every 14 days;Less than once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Half-gallon;;Never;Most of the time;;Almond milk;;;;Other (please specify):;Rice Milk;;;;;;;;;;;3;2;3;2;1;5;4;3;2;A few times a week;Always;Definitely not;Not familiar at all;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Strongly disagree;Strongly agree;Strongly disagree;Strongly disagree;26-35;Female;;;Black or African American;;;;;;;Some college but no degree;$80,000 to $89,999;Never Married;No;4;Texas;58cde3a85e07b6000139f91c;Treatment;65;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:23;8/2/2021 10:28;IP Address;*******;100;320;TRUE;8/2/2021 10:28;R_1KfHkhPSCcjwSUY;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5b060d9e68eff50001d1a2c1;Yes;United States;1985;Yes;Approximately once a week;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Half-gallon;;Most of the time;Sometimes;;Almond milk;;;;;;;;;;;;;;Other (please specify):;I like the taste;3;2;3;3;3;5;4;2;1;A few times a month;Most of the time;Might or might not;Slightly familiar;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly disagree;Neither agree nor disagree;26-35;Female;White;;Black or African American;;;;;;;Bachelor's degree in college (4-year);$20,000 to $29,999;Never Married;No;1;South Carolina;5b060d9e68eff50001d1a2c1;Treatment;66;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:22;8/2/2021 10:28;IP Address;*******;100;372;TRUE;8/2/2021 10:28;R_1IbfirlA1Q2fAHf;*******;*******;*******;*******;*******;*******;anonymous;EN;0.6999999999999999555910790149937383830547332763671875;I consent, begin the study.;5596cdbbfdf99b3b5597ba91;Yes;United States;1963;Yes;Approximately every 10 - 14 days;Once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Quart;;Sometimes;Sometimes;;Almond milk;;;;;;;;;;Longer product shelf life;;;;;;1;3;3;1;1;3;4;5;2;A few times a month;Most of the time;Probably yes;Slightly familiar;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly disagree;Somewhat disagree;56-65;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$10,000 to $19,999;Never Married;No;2;California;5596cdbbfdf99b3b5597ba91;Treatment;55;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:21;8/2/2021 10:28;IP Address;*******;100;449;TRUE;8/2/2021 10:28;R_2TGozrMVbgLpRWx;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5a455345f7b7bc00014e043d;Yes;United States;1997;No;Less frequently than every 14 days;Less than once a week;Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc.);;2% Reduced fat milk;;Quart;;Never;Never;;;;;;;;;;;;;;;;;;1;4;2;2;4;1;5;2;3;A few times a month;Always;Definitely not;Not familiar at all;Somewhat disagree;Somewhat agree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat disagree;Strongly agree;25 or younger;Male;White;;;;;;Hispanic/Latino;;;Associate degree in college (2-year);$60,000 to $69,999;Never Married;No;3;Florida;5a455345f7b7bc00014e043d;Control;37;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:20;8/2/2021 10:28;IP Address;*******;100;483;TRUE;8/2/2021 10:28;R_33pxSfTAIb8DYiZ;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f8f4f7771a1831a15f62afb;Yes;United States;1989;Yes;Approximately once a week;Once a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Half-gallon;;Sometimes;Sometimes;;Almond milk;;Coconut milk;;;;;;;;;Concerns about inflammation;;;;;2;3;1;2;2;4;5;3;1;A few times a month;Most of the time;Definitely not;Not familiar at all;Somewhat disagree;Strongly agree;Somewhat agree;Strongly disagree;Strongly agree;Somewhat disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$10,000 to $19,999;Married;No;3;New York;5f8f4f7771a1831a15f62afb;Treatment;41;851f5ef0-6712-11eb-a885-4dab507d5fac
